id,text
2488,So when you gonna get rimac access
2487,Okie
2318,Oic... Then better quickly go bathe n settle down...
71,Wah lucky man... Then can save money... Hee...
4732,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)
1262,Great to hear you are settling well. So what's happenin wit ola?
4855,I re-met alex nichols from middle school and it turns out he's dealing!
3594,Just normal only here :)
4102,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers,"
4818,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!
4320,I'm on the bus. Love you
1435,"I'm a guy, browsin is compulsory"
2459,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
1002,Yes da. Any plm at ur office
1323,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger."
4571,"I'm in solihull, | do you want anything?"
2438,Yup but not studying surfing lor. I'm in e lazy mode today.
2943,That's y i said it's bad dat all e gals know u... Wat u doing now?
1488,All sounds good. Fingers . Makes it difficult to type
3902,i felt so...not any conveying reason.. Ese he... What about me?
4641,Dont let studying stress you out. L8r.
2136,"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120"
3650,"Gumby's has a special where a <#> "" cheese pizza is $2 so I know what we're doin tonight"
3987,Pls dont forget to study
5038,You're gonna have to be way more specific than that
1407,Ya! when are ü taking ure practical lessons? I start in june..
1739,"If we hit it off, you can move in with me :)"
1963,Hey are we going for the lo lesson or gym?
3833,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...
2084,Thx. All will be well in a few months
4847,Well thats nice. Too bad i cant eat it
3675,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance
382,Mm that time you dont like fun
1406,Msg me when rajini comes.
2241,Tell your friends what you plan to do on Valentines day @ <URL>
2079,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx
2178,88066 FROM 88066 LOST 3POUND HELP
2848,Id onluy matters when getting on from offcampus
3812,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was"
2380,Lol that's different. I don't go trying to find every real life photo you ever took.
4294,Have you laid your airtel line to rest?
3979,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/
1421,I wont touch you with out your permission.
234,Or ill be a little closer like at the bus stop on the same street
713,Got it! It looks scrumptious... daddy wants to eat you all night long!
3927,"Well the general price is <#> /oz, let me know if/when/how much you want"
4716,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
3832,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you."
634,Ya very nice. . .be ready on thursday
3826,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077
416,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p
4471,Saw Guys and Dolls last night with Patrick Swayze it was great
4990,You have 1 new message. Call 0207-083-6089
916,"Since when, which side, any fever, any vomitin."
804,On the road so cant txt
2355,"Cool, I'll text you when I'm on the way"
4834,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.
813,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx
3407,Ok c ü then.
18,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.
1345,All e best 4 ur exam later.
2219,So what do you guys do.
3818,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7"
1505,Yeah we do totes. When u wanna?
597,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867
4193,have * good weekend.
2880,;-) ok. I feel like john lennon.
2092,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday"
2660,U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870
1877,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(
3476,What happen dear tell me
372,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going
1673,Lol yeah at this point I guess not
2169,Here got lots of hair dresser fr china.
653,Yes baby! We can study all the positions of the kama sutra ;)
599,Neva mind it's ok..
677,Thanks love. But am i doing torch or bold.
239,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx
5060,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.
2139,If you have belive me. Come to my home.
4169,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.
3486,Shall i get my pouch?
1965,You always make things bigger than they are
76,I am waiting machan. Call me once you free.
1666,Thought praps you meant another one. Goodo! I'll look tomorrow
2723,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ?"
3713,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit...
3590,74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC
2946,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
3821,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all
4245,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
965,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*"
3367,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
1145,Just nw i came to hme da..
4396,Thats cool princess! I will cover your face in hot sticky cum :)
2310,"Come to me right now, Ahmad"
4655,"Hmph. Go head, big baller."
97,Watching telugu movie..wat abt u?
3859,"I'll see, but prolly yeah"
945,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.
4511,....photoshop makes my computer shut down.
2751,K...k...yesterday i was in cbe .
622,Thank u!
2608,Do ü noe if ben is going?
3890,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks
567,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same."
4040,Are you still playing with gautham?
3214,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...
3136,I'm freezing and craving ice. Fml
749,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat."
1515,Tmrw. Im finishing 9 doors
52,"A gram usually runs like <#> , a half eighth is smarter though and gets you almost a whole second gram for <#>"
1336,Auntie huai juan never pick up her phone
3314,I'm job profile seems like bpo..
2816,You dont know you jabo me abi.
2229,Ok lor.
535,4 oclock at mine. Just to bash out a flat plan.
746,U should have made an appointment
3415,Goin to workout lor... Muz lose e fats...
4931,Jus finish watching tv... U?
444,hanks lotsly!
3188,Also andros ice etc etc
196,Did u got that persons story
1906,Lol alright i was thinkin that too haha
5003,As in i want custom officer discount oh.
803,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*
1033,Tell me they're female :V how're you throwing in? We're deciding what all to get now
1045,"alright, I'll make sure the car is back tonight"
4063,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
4049,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)
3300,says the <#> year old with a man and money. I'm down to my last <#> . Still waiting for that check.
4423,Many more happy returns of the day. I wish you happy birthday.
3130,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN
4951,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
645,Tell them the drug dealer's getting impatient
3600,Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you
3771,"""GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI"""
1615,So now my dad is gonna call after he gets out of work and ask all these crazy questions.
4550,As usual u can call me ard 10 smth.
121,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM"
2593,Cool. I am <#> inches long. hope you like them big!
4357,"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!"
4215,This weekend is fine (an excuse not to do too much decorating)
1341,Its ok my arm is feeling weak cuz i got a shot so we can go another time
5048,You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???
2819,"Are you being good, baby? :)"
2620,Ya had just now.onion roast.
1727,Yes:)sura in sun tv.:)lol.
3735,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................
135,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
2634,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!"
3514,Old Orchard near univ. How about you?
2930,Am going to take bath ill place the key in window:-)
4476,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?"
185,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
3327,"You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE"
2466,I dunno until when... Lets go learn pilates...
512,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now
1030,I'm at work. Please call
63,Its a part of checking IQ
2198,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx
3366,She's fine. Sends her greetings
2859,I might go 2 sch. Yar at e salon now v boring.
3978,How much for an eighth?
2474,"Aight, see you in a bit"
912,So do you have samus shoulders yet
252,"I'm back, lemme know when you're ready"
626,Me n him so funny...
1892,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18
4473,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com
2790,"Yeah, we got one lined up for us"
4154,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
123,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
1925,But i'll b going 2 sch on mon. My sis need 2 take smth.
3827,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.
3086,So u gonna get deus ex?
2628,We r outside already.
4843,Dai i downloaded but there is only exe file which i can only run that exe after installing.
3533,Ya that one is slow as poo
568,Ü wait 4 me in sch i finish ard 5..
1612,Ü v ma fan...
2221,That's significant but dont worry.
4815,U 2.
694,So when do you wanna gym harri
865,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive
3760,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant
3152,"Sorry, got a late start, we're on the way"
1667,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James."
857,Are you in castor? You need to see something
3687,As if i wasn't having enough trouble sleeping.
3261,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.
3144,what number do u live at? Is it 11?
1293,It's ok lar. U sleep early too... Nite...
721,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply
4141,Hey they r not watching movie tonight so i'll prob b home early...
4131,"When you get free, call me"
4221,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife...."
2210,We can make a baby in yo tho
3426,"""ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX"""
603,I have many dependents
1091,Hey... What time is your driving on fri? We go for evaluation on fri?
3831,Hurry home. Soup is DONE!
2965,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked
5064,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv
3372,And do you have any one that can teach me how to ship cars.
3725,"If e timing can, then i go w u lor..."
3704,She's borderline but yeah whatever.
319,Hey... Why dont we just go watch x men and have lunch... Haha
4422,"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh"""
1627,Okay... We wait ah
275,"Awesome, I'll see you in a bit"
4488,i can call in <#> min if thats ok
550,Hi Princess! Thank you for the pics. You are very pretty. How are you?
1768,That's the way you should stay oh.
4482,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05
5147,No. I meant the calculation is the same. That <#> units at <#> . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.
3143,Huh so fast... Dat means u havent finished painting?
606,"""Happy valentines day"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st..."
1074,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.
528,"Probably gonna be here for a while, see you later tonight <)"
1610,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL
2513,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!"
3049,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !"
830,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later"
3028,Just curious because my cuz asked what I was up to
4042,"K, jason says he's gonna be around so I'll be up there around <#>"
4984,"K I'll head out in a few mins, see you there"
2701,Were trying to find a Chinese food place around here
4960,Wat ü doing now?
4665,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar"
299,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?"
69,"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!"
4214,Ü takin linear algebra today?
3636,"Alright we're hooked up, where you guys at"
2312,O was not into fps then.
3990,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy
1175,Also maaaan are you missing out
2214,"Aight that'll work, thanks"
4506,Rats. Hey did u ever vote for the next themes?
151,The wine is flowing and i'm i have nevering..
757,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan?
1752,"""Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry"""
2647,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.
1213,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x"
4797,Haven't left yet so probably gonna be here til dinner
1210,Hello which the site to download songs its urgent pls
3623,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight
1613,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...
2424,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
377,Hey leave it. not a big deal:-) take care.
1198,1's finish meeting call me.
1176,His bday real is in april .
860,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08
3183,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.
3046,Me too baby! I promise to treat you well! I bet you will take good care of me...
2482,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans
2585,S now only i took tablets . Reaction morning only.
2111,Bring it if you got it
379,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
4056,"Fyi I'm taking a quick shower, be at epsilon in like <#> min"
1962,Oh sorry please its over
2025,Its a site to simulate the test. It just gives you very tough questions to test your readiness.
1814,I AM AT A PARTY WITH ALEX NICHOLS
4458,"Call me, i am senthil from hsbc."
1484,Horrible bf... I now v hungry...
4256,Try to do something dear. You read something for exams
1870,"My planning usually stops at ""find hella weed, smoke hella weed"""
1413,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA
3044,Come to mahal bus stop.. <DECIMAL>
3906,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply."
3564,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)"
1502,In e msg jus now. U said thanks for gift.
795,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
4138,Was it something u ate?
842,Your brother is a genius
1834,I love working from home :)
1056,Can u get pic msgs to your phone?
176,U still going to the mall?
1150,"K give me a sec, breaking a <#> at cstore"
3304,"life alle mone,eppolum oru pole allalo"
928,Chk in ur belovd ms dict
2458,... and don‘t worry we‘ll have finished by march ... ish!
46,No calls..messages..missed calls
2949,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412
4603,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
1225,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)"
3983,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge
897,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
2925,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
1832,"Aight, sounds good. When do you want me to come down?"
4085,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible
1955,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?"
3635,"Theoretically yeah, he could be able to come"
3209,Heehee that was so funny tho
3324,I not free today i haf 2 pick my parents up tonite...
1766,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.
4398,Oops i thk i dun haf enuff... I go check then tell ü..
284,Ok..
3131,I know you are serving. I mean what are you doing now.
2441,"Oh fine, I'll be by tonight"
4986,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270
1438,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea"
4464,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come..."
1116,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832"
3103,Hey you around? I've got enough for a half + the ten I owe you
1039,"That's fine, I'll bitch at you about it later then"
1731,U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u
3691,Yes. Nigh you cant aha.
1882,Wait 2 min..stand at bus stop
2884,Aight what time you want me to come up?
1104,"So check your errors and if you had difficulties, do correction."
4709,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
4112,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand."
2719,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8
100,I see a cup of coffee animation
5012,So how many days since then?
4508,I hope your pee burns tonite.
2926,In da car park
3149,Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free
3489,Kent vale lor... Ü wait 4 me there ar?
1701,Sorry i'm not free...
367,I'm going for bath will msg you next <#> min..
4368,"That's cool he'll be here all night, lemme know when you're around"
1261,Your daily text from me – a favour this time
3090,Ok then i come n pick u at engin?
950,Yup i thk so until e shop closes lor.
4838,How come she can get it? Should b quite diff to guess rite...
20,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+"
1539,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)"
669,What is this 'hex' place you talk of? Explain!
219,Ok no prob. Take ur time.
1256,Happy birthday... May all ur dreams come true...
2421,Yup ok...
3593,You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.
3679,Ok. C u then.
4765,Lol for real. She told my dad I have cancer
4649,"""HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX."""
4908,Dear where you. Call me
1492,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT & HAVE A NICE SLEEP..SWEET DREAMS..
1019,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p"
2410,Yes.i'm in office da:)
4956,And of course you should make a stink!
518,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.
3952,Anything lor if they all go then i go lor...
2768,Kindly send some one to our flat before <DECIMAL> today.
2058,After the drug she will be able to eat.
3754,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
1095,Cancel cheyyamo?and get some money back?
3289,I'm also came to room.
5100,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.
2522,Am in gobi arts college
2269,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"
1053,Convey my regards to him
4249,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL
760,Thanks for picking up the trash.
2860,<#> mins but i had to stop somewhere first.
2835,No break time one... How... I come out n get my stuff fr ü?
215,Tired. I haven't slept well the past few nights.
1481,I think chennai well settled?
4201,Man this bus is so so so slow. I think you're gonna get there before me
2087,Yavnt tried yet and never played original either
1398,"Its ok., i just askd did u knw tht no?"
197,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?
4625,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.
2779,Thts god's gift for birds as humans hav some natural gift frm god..
5027,I dont know oh. Hopefully this month.
1057,Send to someone else :-)
5066,I will treasure every moment we spend together...
888,WHITE FUDGE OREOS ARE IN STORES
2255,R we going with the <#> bus?
1889,Take something for pain. If it moves however to any side in the next 6hrs see a doctor.
2657,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?"
569,"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321."
4279,Hi ....My engagement has been fixd on <#> th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.
1127,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment
140,Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...
2457,From 5 to 2 only my work timing.
2687,Oh god..taken the teeth?is it paining
4039,S...i will take mokka players only:)
464,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
4291,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
595,Meet after lunch la...
4025,Yup i'm free...
451,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl
2950,"Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng..."
1946,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex"
4674,Great! How is the office today?
2804,Where are you ? You said you would be here when I woke ... :-(
2699,Nice.nice.how is it working?
4308,How much you got for cleaning
1873,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB
452,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya"
4613,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...
3133,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
3461,"came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too."
3728,Did u turn on the heater? The heater was on and set to <#> degrees.
4837,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?
1000,Hasn't that been the pattern recently crap weekends?
1596,"Evening * v good if somewhat event laden. Will fill you in, don't you worry ... Head * ok but throat * wrecked. See you at six then!"
3707,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch
193,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.
4010,I pocked you up there before
4322,Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
1306,Que pases un buen tiempo or something like that
4373,But pls dont play in others life.
